0001—二三四五六七八九 答案：缺衣少食 
0306—一只青蛙掉进三十公尺深的枯井，如果它每次能跳二公尺高，它需要跳几次才能跳出井口呢？ 答案：那么深的枯井他早就摔死了 
0307—三国美男子周瑜，为什么会感慨的说：“既生瑜，何生亮”呢？ 答案：因为诸葛亮长的比周瑜帅 
0308—一向最爱吃蛋糕的大宝，今天为什么连面前那14小块蛋糕都吃不下呢？ 答案：因为他刚刚吃完那3/4 
0309—为什么阿发悄悄对臭皮说他裤子的拉链忘了拉，臭皮却不以为意？ 答案：因为阿发说的是自己 
0310—一个失恋的年轻男子从两层楼高的天桥往下跳，结果却毫发无伤，这是怎么回事？ 答案：因为他是演员正在拍电影 
0311—妈妈明明在叫大宝，但出来的竟是小宝，为什么？ 答案：大宝不在 
0312—什么东西越擦越小？ 答案：橡皮擦 
0313—萝卜喝醉了，会变成什么？ 答案：红萝卜 
0314—一加一等于多少？ 答案：不三不四 
0315—煮一个蛋要四分钟，煮八个蛋要几分钟？ 答案：四分钟 
0316—什么东西不怕布，只怕石头？ 答案：剪刀. 
0317—大象为什么会有那么长的鼻子？ 答案：他爱说谎 
0318—一头牛一年吃三公顷的牧草，现有面积三十公顷的牧场养了五头牛，请问需要多久才能全部吃完？ 答案：春风吹又生他们一辈子也吃不完 
0319—他竟然可以向后走而向前进，这是怎么一回事呢？ 答案：搭车里向着与车行驶方向相反行走 
0320—大气的流动叫“气流”；河水的流动叫“水流”；那风的流动呢？ 答案：风流 
0321—从前的人结婚都要先查一查对方的三代，现在的人则查什么？ 答案：口袋 
0322—印度政府规定，男性不得与他的寡妇之姐妹结婚，为什么？ 答案：既然有了寡妇表明本人已死了当然不能再娶了 
0323—顺着往“基隆”的路标走，却跑到“桃园”去了，为什么？ 答案：台风刚过嘛,路标倒了 
0324—明明是一个晴朗出太阳的好日子，却有人说：“等一下就要刮台风了！”为什么他会这么说？ 答案：因为现在正在台风眼里 
0325—阿发仔的长相和家人很相象，但大家都说阿发仔不是他们的孩子，为什么？ 答案：因为他是爸爸 
0326—出去的时候光着身子，回到家才穿上衣服的是什么？ 答案：衣架 
0327—在平衡的跷跷板两边各放一个西瓜和冰块，重量相等，如果就这样放着，最后，跷跷板会向哪个方向倾斜？ 答案：一样水平冰化了西瓜滚了 
0328—什么地方只要进去一个人就客满？ 答案：厕所 
0329—为什么会有人见死不救？ 答案：死都死了还救什么 
0330—报纸上登的消息未必都是真的但是什么消息绝对假不了？ 答案：日期 
0331—电梯中挤满了人，上升不久后突然下坠，为什么没人受伤？ 答案：全部死亡 
0332—有名偷车贼，某天四下无人时，看到一辆凯迪拉克，他却不动手，为什么？ 答案：车是他的 
0333—要形容女孩子好看，说什么话她最高兴？ 答案：谎话 
0334—有一个瞎子快走到悬崖边时，突然转头往回走，为什么？ 答案：因为他只瞎了一只眼 
0335—每天早上从东方升起，西方落下，猜一种五个字的东西？？ 答案：是是是太阳(有点儿口吃). 
0336—有个男子住在十三楼，他每天出门必搭电梯到一楼，但回来时只搭到四楼，然后再爬楼上去，为什么 答案：他个子太矮按不到按钮 
0337—曹兰在马路边拦下一辆计程车，当她坐进车中后立刻被司机赶出来，为什么？ 答案：因为司机问他去那儿她说不告诉你. 
0338—牛小时侯叫“犊”那兔子、乌龟小时侯应如何称呼？ 答案：兔崽子龟儿子 
0339—小陈半夜吃泡面，为什么一面吃，一面眼盯着表？ 答案：那包面的食用期到今天 
0340—为什么老陈会说他少了女人一天也活不下去？ 答案：他是化妆品制造商 
0341—我伯父的弟媳，但不是我的叔母，那她是谁？ 答案：我母亲 
0342—我有九个苹果，却必须分给十三个小朋友，我该怎么办？ 答案：榨果汁 
0343—报纸新闻和电视新闻最大的不同在哪里？ 答案：报纸看完了可以保存. 
0344—有架飞机失事，现场支离破碎，令人惊讶的是找不到任何伤着，为什么？ 答案：那是一架遥控飞机 
0345—老张不小心吞了一枚金币，为什么到十年后才去手术取出来呢？ 答案：因为当时不急着用钱 
0346—天黑一次亮一次就是一天，可有一次天黑了两次仍然只过了一天，你俩猜得到是什么原因吗？ 答案：碰上日全食了 
0347—有一个人发高烧50度，他这时该找谁帮忙？ 答案：消防队 
0348—为什么一瓶标明剧毒的药对人却无害？ 答案：除非你喝了它 
0349—小明在图画课是交了一张全部涂黑的图画为什么老师还是算及格？ 答案：因为小明画的是一个黑人在半夜里抓乌鸦 
0350—怀孕的母狗怕人踢它，可是有个家伙踢它，它既不躲避也不生气，为什么？ 答案：因为那家伙在他的肚子里踢 
0351—一人一点是什么字？ 答案：太 
0352—山岗上有三只狐狸，猎人开枪打死了一只，问山岗上还有几只狐狸？ 答案：一只 
0353—小华和小涵约好中午12点钟在学校吃饭，小华看了表后，匆匆去找小涵。见面后，小涵对小华说：“你相信9+4=1吗？”小华听后脸红了，为什么？ 答案：九点钟加四点钟是一点钟 
0354—一只羊碰到一头老虎，非但不怕，而且还把那头老虎给吃了，这是怎么回事？ 答案：那是只纸考虎 
0355—人们心中最热烈，最难以满足的激情之一是什么？ 答案：好奇心 
0356—地球自转一圈要24小时，自转半圈要多少小时？ 答案：6小时 
0357—小明和小涵各买了三束花，他们把花捆在一起，准备送给老师，那么老师收到几束花？ 答案：事束 
0358—一个人请人画十二生肖像最后只剩下蛇没画是，画师怎么也不肯画了，为什么？ 答案：因为他怕画蛇添足 
0359—亮亮开着车跟在一辆敞蓬车后面，那车却没有司机，为什么？ 答案：车已坏靠前面的车拖着走. 
0360—幼儿园的老师拿出一包糖，准备分给小朋友们吃，如果一人分一块，便多出一块，一人分两块，又欠两块，究竟最少有几个小朋友？几块糖？ 答案：三个小朋友四块糖 
0361—明买了一兜水果，回到家了却两手空空，他保证没有偷吃，也没有弄丢，那是什么原因呢？ 答案：送人了 
0362—除了动物园和非洲可以看到长颈鹿外，还有哪些地方看得到？ 答案：考场 
0363—大勇向小伙伴们吹嘘说：今天上课的时候，老师提了一个问题，全班除了他没有一个答对，你猜老师问的是什么问题？ 答案：说:"大勇你为什么又迟到了?" 
0364—三支点燃的蜡烛搁在纸盒上，一阵风吹来，吹熄了一支，其余两支继续燃烧，最后会剩下几支蜡烛呢？ 答案：一支也不剩 
0365—大勇不慎掉到水缸里去了，当时周围没有大人，小朋友们急得团团转，怎样才能用最快的方法把大勇救出来？ 答案：把缸打破 
0366—大勇说他和学校的老师很熟，在学校里哪里都能进去，但小涵偏说他有一处地方永远也不能进去，是什么地方呢？ 答案：女厕所 
0367—一只皮球和一只铁球从高楼上掉下来，谁先落地？ 答案：铁球 
0368—星期二过去是星期三，星期三过去是星期四，星期四过去却是星期天，为什么 答案：多撕了两张日历 
0369—有个胖子上了公共汽车，没有月票，也没有买票，售票员为什么让他从起点坐到终点？ 答案：是个司机 
0370—小明5岁，小亮3岁，小涵比他们俩各相差一岁，那么小涵有几岁？ 答案：四岁 
0371—涵捉到一只小鸟，她把小鸟放在桌子上，小鸟却没有飞，是什么原因？ 答案：鸟已死 
0372—大勇总爱吹牛，他说他能不用任何容器将一杯水带走，小朋友都不相信，但他却做到了，是怎么回事呢？ 答案：将杯子倒扣在装满水的盆子里 
0373—在做游戏是，你是司令，你手下有两名军长，五名团长，十个排长和二十五名士兵，那么他们的司令今年几岁了？ 答案：你几岁就是几岁 
0374—小涵的妈妈熨烫衣服，一件衣服要五分钟，一条裤子要三分钟，现在有三件小衣服，一条裤子，小涵的妈妈要几分钟才能全部熨烫完？ 答案：18分钟 
0375—猫和猪有何区别？ 答案：一种是宠物一种是食物 
0376—一场大雨，忙着耕种的农人纷纷走避，却仍有一人不走，为什么？ 答案：它是稻草人 
0377—墙壁上爬着三只壁虎，一只壁虎掉下后没多久，另外两只也跟着掉下来，到底发生什么事情？ 答案：因为一只在打瞌睡,另两只拍手叫好,也掉下来了, 
0378—某岛上有只乌龟，正中央是棵椰子树，岛的旁边还有一座岛，乌龟想过去，但又不太会游水，请问它该怎么过？ 答案：他还在想 
0379—公车来了，一位穿长裙的小姐投了8块钱，司机让她上车，第二位穿迷你裙的小姐投了4块钱，司机也让她上车，第三位小姐没投钱，司机还是让她上车，为什么？ 答案：她用车票 
0380—为什么空军的阿兵哥比较少？ 答案：空军嘛当然比较少啦 
0381—武士刀和日本人有什么关系？ 答案：他们是剖腹之交 
0382—餐厅里，有两对母女在用餐，每人各叫一个700元的牛排，付帐是却只付2100元，为什么？ 答案：这两对母女是奶奶妈妈女儿, 
0383—阿美念T大哲学系，她每天早上都挤八点的公车去上学，今天她挤上车后恰好有一空位，阿美坐上去后不知不觉地就睡着了，突然一觉醒来，发现全车除了她空无一人，但车子还在前进，为什么？ 答案：车子抛锚了司机和乘客都在下面推车 
0384—走进一家店，看见老板和客人正在议价，老板拼命杀价，而顾客却一直抬高价钱，为什么？ 答案：因为客人来卖车 
0385—某人买了易开罐农药，打算自杀，他的情人也要求同归与尽，但农药份量必须一整罐才会毙命，结果两个人都死了，为什么？ 答案：打开农药罐已坏再拿一罐 
0386—什么样的食物最让人倒胃口？ 答案：吃了大半个苹果里边藏着半条虫子 
0387—小陈礼拜天早上赶到西门町去看早场电影，到了西门町，却看不到半个人，为什么 答案：人有好多个就是没有半个. 
0388—有一个婴儿喝了牛奶之后，一星期重了十公斤，为什么？ 答案：那是一头牛 
0389—小明带一百元去买一个七十五元的东西，但老板却只找了五块钱给他，为什么？ 答案：小明只拿元给老板 
0390—为什么李爷爷被歹徒抢走了十万元之后，不但不心疼，反而哈哈大笑？ 答案：因为那名歹徒是他上幼儿园的孙子扮演的 
0391—“失败为成功之母”，那成功为失败的什么？ 答案：反义词 
0392—有一个胖子和瘦子走在一起，胖子突然被掉落的高压电线打倒，胖子死了，而瘦子并未碰到胖子或电线，可是他也死了，为什么？ 答案：瘦子被油炸死了 
